method,description,implementation_status,backend,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,notes,evaluation_mode,diverged,rmse_V,rmse_alpha,rmse_gamma,rmse_Q,mocap_rmse_x_pos,mocap_rmse_z_pos,mocap_rmse_theta,coeff_residual_rmse_C_L,coeff_residual_rmse_C_D,coeff_residual_rmse_C_M,input_channel,state_source
OEM-SS,Multiple-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,3.36279242687843,2.483794181999656,nan,nan,nan,3.7205809000001864,6.204375081999842,11264.128869452059,56,202,CasADi/IPOPT multiple shooting (6 segments) on 2 trials with stride 10; nonlinear residuals are unmodeled. Solver status: Solve_Succeeded.,open_loop,False,6.16236060352493,0.18327655734034012,7.868463627798964,0.8533953156228872,nan,nan,nan,nan,nan,nan,u_cmd,direct
SINDy,One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,1196.386343829296,0.08073709500013138,nan,nan,nan,6.887792727000033,6.968529822000164,0.0020200192787072162,20,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,False,2145.750511615039,365.2582352459512,1.625269524397095,6031.4752863166295,nan,nan,nan,nan,nan,nan,u_cmd,direct
Symbolic-Stepwise,Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,2.524183758949685,0.44813223600021956,nan,nan,nan,7.467047465000178,7.9151797010003975,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,open_loop,False,6.816465560422959,0.46334706903637185,5.0183201737732235,0.741071625341888,nan,nan,nan,nan,nan,nan,u_cmd,direct
OEM-MocapOutput,Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,48.820532415118784,37.04911930700018,nan,nan,nan,3.7616729329997725,40.810792239999955,nan,16,202,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,False,6.09378408884964,0.8345563237579732,123.9438722594721,6.026907276321753,331.8335284720558,26.913046320756425,124.61865668776342,nan,nan,nan,u_cmd,direct
OEM-HiddenController,Single-shooting OEM with an inferred smooth stall/recovery controller between pilot command and plant input.,implemented,CasADi/IPOPT,0.013392115682436862,236.79291087899992,nan,nan,nan,14.581812656000238,251.37472353500016,3593.0484283240735,28,802,"CasADi/IPOPT fitted aerodynamic and controller parameters using u_cmd; controller parameters describe throttle-to-pitch scheduling, elevator-to-pitch mapping, SAFE pitch gain, AS3X q damping, stall/recovery gates, panic pitch target, panic pitch gain, and SAFE/direct blending.",open_loop,False,0.09688208038081042,0.00426350630321167,0.009085541103946961,0.03417473361015444,nan,nan,nan,nan,nan,nan,u_cmd,direct
GP-CoeffClosure,Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,2.2314329565713895,2.3251370359998873,nan,nan,nan,13.259527601000173,15.58466463700006,0.32503858218651344,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.11, residual gain=1.",open_loop,False,7.55684438611613,0.6975777856334938,3.6894148404520495,0.680783733336759,nan,nan,nan,0.1764398697270415,0.15330299439480816,0.36009708174633825,u_cmd,direct
UDE-Residual,Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,3.4135646171194804,1.0503100559999439,1.0522722079999998,1.0500042724609375,68.81005859375,9.560610522999923,10.610920578999867,0.33324146270751953,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=1.,open_loop,False,8.646696198751616,0.1772597276049186,7.875706375289378,0.9876744373043866,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-CoeffClosure,Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,1.2584448929956635,1.0522043370001484,1.0554974980000003,1.0519464111328125,68.42822265625,10.268563221000022,11.32076755800017,0.3263327479362488,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=1.,open_loop,False,11.067540296447744,0.16073554056637368,2.1621509415529103,0.9823405290922351,nan,nan,nan,0.05347732358474084,0.05188473378640897,0.16001335020253749,u_cmd,direct
UDE-HiddenControl,Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.05285459812672998,1.063147453000056,1.0673255280000005,1.062818359375,68.04541015625,11.476576413000203,12.539723866000259,0.5015936493873596,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,False,0.6158958796145021,0.012520480872729355,0.05224972398826169,0.09429919103392619,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-HiddenElevator,PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.05417166263952612,1.030347824999808,1.0341414109999993,1.0300841064453126,67.66357421875,12.194360106000204,13.224707931000012,0.004766596015542746,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,False,0.6350859620268372,0.012177432240537831,0.05522125281884197,0.09593197083233432,nan,nan,nan,nan,nan,nan,u_cmd,direct
NN-CoeffSurrogate,Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,1.8293567512783024,0.9762965159998203,0.9769453449999999,0.9760284423828125,68.42822265625,9.593507431000035,10.569803946999855,0.001904980861581862,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,False,12.495496886105279,0.17833746454816785,3.6558272308950572,0.7437260193368112,nan,nan,nan,0.055345496597510487,0.04897908515784448,0.14406338289189244,u_cmd,direct
Nominal (mocap),"Known nominal rigid-body and aerodynamic model, no fitted correction.",implemented,numpy,4.478694313304222,0.0,nan,nan,nan,3.819139044000167,3.819139044000167,nan,8,0,Baseline; expected to miss hidden nonlinear aerodynamic terms.,open_loop,False,7.627431378406383,0.298337519718367,10.479565574459807,0.843289727428753,nan,nan,nan,0.013853968916065608,0.002771727201868891,0.01298841914323894,u_cmd,mocap
Linear-SS (mocap),Discrete local linear state-space baseline fitted by one-step least squares.,implemented,numpy,0.3966561299928455,0.06683303599993451,nan,nan,nan,0.5846186809999381,0.6514517169998726,nan,28,256000,"Validation is an open-loop rollout from x0 using the supplied pilot-command history only; good scores indicate in-distribution discrete prediction, not aerodynamic interpretability.",open_loop,False,4.789480338914143,0.06954284566241874,0.4586768513742314,0.6666728718161753,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Model-Stitching (mocap),Initial-condition clustered local linear state-space models blended by scheduling weights.,implemented,NumPy local models,0.44484073353422854,0.0989292139997815,nan,nan,nan,2.9294280970002546,3.028357311000036,0.0008546932836837035,211,256000,"Fits 6 local discrete deviation models from whole local-excitation trajectory groups; rollout blends local predictions with RBF weights in state-input space, length_scale=0.917. Validation uses only x0 and the supplied pilot-command history.",open_loop,False,6.857400386197614,0.05288942072869667,0.6004622286499962,0.5245170653584237,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Koopman-EDMD (mocap),Lifted linear discrete-time predictor fitted by extended dynamic mode decomposition.,implemented,NumPy EDMD,29.29465146060433,0.04692611600012242,nan,nan,nan,2.7967105439997795,2.843636659999902,nan,120,64000,"Uses the same polynomial/trigonometric library as SINDy, but fits a one-step lifted map rather than sparse continuous-time derivatives; validation is open-loop from x0 and the supplied pilot-command history.",open_loop,False,2003.0797192950238,0.6571781839267807,0.7014754703404685,2.7490879989627754,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Welch (mocap),Input-power-weighted continuous-time linear model fitted from averaged Welch state/input spectra.,implemented,NumPy Welch/CSD,2767.696940231756,0.6603488420000758,nan,nan,nan,0.10893950999980007,0.7692883519998759,nan,28,21182,Welch/ETFE-inspired spectral fit using bins up to 12 Hz and input-power-fraction threshold 0.08; this is not CIFER and should be interpreted only as a compact local linear frequency-domain baseline.,open_loop,False,16.332472755301207,1298.140005190233,762.6065070119705,9434.40990010001,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Stitching (mocap),Trim-grid collection of local Welch continuous-time linear models blended by scheduling weights.,implemented,NumPy local Welch/CSD,2848.1727412615155,1.2660616739999568,nan,nan,nan,0.880091812000046,2.146153486000003,11.06031131933606,211,21182,"Fits 6 local Welch/ETFE-inspired continuous-time models on trim-grid groups; rollout blends local derivatives with RBF weights in state-input space, length_scale=0.917. This tests local frequency-domain stitching, not CIFER.",open_loop,False,11.47975818967218,1039.7018133618842,1687.3824082701763,9155.564028163486,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Subspace-Hankel (mocap),Hankel/SVD latent linear state-space baseline in the spirit of N4SID/MOESP.,implemented,NumPy SVD,3367.7717106612336,3.6887109730000702,nan,nan,nan,0.7422318769999947,4.430942850000065,nan,522,255296,"Past window=12, latent order=6; validation lag history is initialized from repeated x0 and pilot inputs, with no validation measurement feedback.",open_loop,False,11.609165493647303,888.2049035315154,3703.632249366362,8355.296876791892,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EquationError-LS (mocap),"Derivative-based least squares on inferred lift, drag, and moment coefficients.",implemented,numpy,0.248015148064741,0.009078645000045071,nan,nan,nan,3.7122921549998864,3.7213707999999315,nan,8,50000,"Fast and interpretable, but differentiating noisy measurements biases the fit.",open_loop,False,3.952123468651789,0.055170406183051815,0.2657746053323195,0.3020613549018968,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EKF-ParamID (mocap),Extended Kalman filter parameter-identification baseline; parameters are learned from training measurements then frozen for open-loop validation.,implemented,CasADi AD EKF,3.040919495844565,0.18176738000011028,nan,nan,nan,3.773082959000021,3.9548503390001315,0.011204521075992072,156,800,Training-only augmented-state EKF estimates the aerodynamic parameter vector using 8 trials at stride 10; validation is a pilot-command-only open-loop rollout.,open_loop,False,6.306589792980512,0.19196712923108153,7.014099751642726,0.8050065931526689,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Variational-Mocap (mocap),"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,5.213697921054718,0.7685333920003359,nan,nan,nan,3.8030295950002255,4.571562987000561,nan,320,52,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,open_loop,False,10.431051968011571,0.12847967821350706,12.693476287336685,0.8894615273336434,145.0957444054123,55.93911946746977,12.696835917017106,nan,nan,nan,u_cmd,mocap
Symbolic-Stepwise (mocap),Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,1400.3777946451846,0.43234910699993634,nan,nan,nan,1.8963497999998253,2.3286989069997617,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,open_loop,False,10.656882393154223,855.5376769641351,857.2272892909823,2192.943628792818,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-SS (mocap),Multiple-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,3.221556443288882,2.963498664999861,nan,nan,nan,3.674492304999603,6.637990969999464,31649.311930015374,56,202,CasADi/IPOPT multiple shooting (6 segments) on 2 trials with stride 10; nonlinear residuals are unmodeled. Solver status: Solve_Succeeded.,open_loop,False,6.5629422418197505,0.16200619380551437,7.540392916799645,0.8324220117485178,nan,nan,nan,nan,nan,nan,u_cmd,mocap
SINDy (mocap),One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,33.68830459831105,0.13667135500008953,nan,nan,nan,7.932453020000139,8.069124375000229,0.33773404987498296,46,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,False,1245.9730221662303,0.9738012735171311,0.768057330406721,108.57980781737635,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-MocapOutput (mocap),Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,48.820532415118784,36.264978777000124,nan,nan,nan,3.7467248140001175,40.01170359100024,nan,16,202,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,False,6.09378408884964,0.8345563237579732,123.9438722594721,6.026907276321753,331.8335284720558,26.913046320756425,124.61865668776342,nan,nan,nan,u_cmd,mocap
GP-CoeffClosure (mocap),Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,4.5704103069224065,3.273956415000157,nan,nan,nan,13.67220592800004,16.946162343000196,0.1469921384517853,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.11, residual gain=0.1.",open_loop,False,15.011942097143866,0.26260305272847895,10.472162218530144,1.0108815197434566,nan,nan,nan,0.0293504895085941,0.1868388912349561,0.023378013448954512,u_cmd,mocap
UDE-Residual (mocap),Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,5.41853161368065,0.9687546410000323,0.9751380440000004,0.9684719848632812,68.81005859375,9.916097218000232,10.884851859000264,0.09363001585006714,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=0.1.,open_loop,False,11.335587206317218,0.20606316422102836,12.973068585111124,1.004752585716424,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-CoeffClosure (mocap),Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,344.1173349733188,0.9779551659999015,0.9823339469999999,0.9776659545898437,68.42822265625,5.021567073999904,5.999522239999806,0.05448684096336365,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=0.1.,open_loop,False,3436.875842513387,65.69102208341137,563.0038899628101,163.6239666634467,nan,nan,nan,0.04225473127190957,0.6316808846989781,0.05268964593134612,u_cmd,mocap
UDE-HiddenControl (mocap),Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.13016272043027405,1.5022234230000322,1.465251158,1.5018590087890624,68.04541015625,13.09989882300033,14.602122246000363,0.45795759558677673,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,False,1.8240951918451827,0.0403373877801667,0.12529542421724132,0.14884930197000598,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-HiddenElevator (mocap),PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.11802892052656501,1.0759774799998922,1.0779460250000001,1.0757098388671875,67.66357421875,11.845019195000077,12.92099667499997,0.006970524787902832,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,False,1.732738612831041,0.032751265447045576,0.11534069084469646,0.1471082073548399,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-HiddenController (mocap),Single-shooting OEM with an inferred smooth stall/recovery controller between pilot command and plant input.,implemented,CasADi/IPOPT,0.08458047147178453,275.95922176600016,nan,nan,nan,14.108375057000103,290.06759682300026,42661.780745417775,28,802,"CasADi/IPOPT fitted aerodynamic and controller parameters using u_cmd; controller parameters describe throttle-to-pitch scheduling, elevator-to-pitch mapping, SAFE pitch gain, AS3X q damping, stall/recovery gates, panic pitch target, panic pitch gain, and SAFE/direct blending.",open_loop,False,1.5233411423387582,0.030088690551804503,0.07098133101080188,0.0660765182917983,nan,nan,nan,nan,nan,nan,u_cmd,mocap
NN-CoeffSurrogate (mocap),Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,5.742826173705629,0.9724414829997841,0.9771118850000002,0.97215283203125,68.42822265625,9.506383413000094,10.478824895999878,0.002386637032032013,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,False,8.949321672343741,0.22477349055033757,13.851755552282947,1.0525362965557936,nan,nan,nan,0.08428934265264629,0.031550311152874794,0.10227100991155473,u_cmd,mocap
