method,description,implementation_status,backend,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,notes,evaluation_mode,diverged,rmse_V,rmse_alpha,rmse_gamma,rmse_Q,mocap_rmse_x_pos,mocap_rmse_z_pos,mocap_rmse_theta,coeff_residual_rmse_C_L,coeff_residual_rmse_C_D,coeff_residual_rmse_C_M,input_channel,state_source
OEM-SS,Multiple-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,0.8991701919902884,2.662488580000172,nan,nan,nan,3.7427859320000607,6.405274512000233,11264.128869452059,56,202,CasADi/IPOPT multiple shooting (6 segments) on 2 trials with stride 10; nonlinear residuals are unmodeled. Solver status: Solve_Succeeded.,open_loop,False,2.8375477716272166,0.02868476239315495,0.24636099443787438,0.2417917825942693,nan,nan,nan,nan,nan,nan,u_cmd,direct
SINDy,One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,6816.610939801216,0.08849738900016746,nan,nan,nan,11.160274359999903,11.24877174900007,0.0020200192787072162,20,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,False,1959.4932885790313,325.2384805764635,1.5515496135244036,5510.309577339573,nan,nan,nan,nan,nan,nan,u_cmd,direct
Symbolic-Stepwise,Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,1.3756141908603237,0.4291845249999824,nan,nan,nan,7.30292379499997,7.732108319999952,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,open_loop,False,4.170164744604603,0.03499121787563753,0.40260011215494385,0.40444755354562084,nan,nan,nan,nan,nan,nan,u_cmd,direct
OEM-MocapOutput,Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,92.95892459764573,35.80913405599995,nan,nan,nan,3.8091351080001914,39.61826916400014,nan,16,202,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,False,5.61612876785212,0.9134137224930662,69.87550164618627,4.882088433197608,342.6723069364504,4.773348928592395,70.43781712353,nan,nan,nan,u_cmd,direct
OEM-HiddenController,Single-shooting OEM with an inferred smooth stall/recovery controller between pilot command and plant input.,implemented,CasADi/IPOPT,0.007869024354496556,257.5760230850001,nan,nan,nan,11.176215528999819,268.7522386139999,3593.0484283240735,28,802,"CasADi/IPOPT fitted aerodynamic and controller parameters using u_cmd; controller parameters describe throttle-to-pitch scheduling, elevator-to-pitch mapping, SAFE pitch gain, AS3X q damping, stall/recovery gates, panic pitch target, panic pitch gain, and SAFE/direct blending.",open_loop,False,0.024208130148301216,0.0004412203635690322,0.001009747469792819,0.0025733689465779475,nan,nan,nan,nan,nan,nan,u_cmd,direct
GP-CoeffClosure,Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,4.080810610403028,2.3238320450000174,nan,nan,nan,13.627347262000058,15.951179307000075,0.32503858218651344,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.11, residual gain=1.",open_loop,False,4.154042805672471,0.2820560678204225,1.6043947770986402,0.36273071420595215,nan,nan,nan,0.07444886190360235,0.06426493252408405,0.14917191977513486,u_cmd,direct
UDE-Residual,Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,2.8612395219153144,0.981514868999966,0.983589942,0.9812477416992188,68.81005859375,9.64490935899994,10.626424227999905,0.3328421115875244,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=1.,open_loop,False,6.561274602307023,0.08718814071506649,1.1732673161492593,0.5053541720360809,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-CoeffClosure,Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,5.872886107043048,0.9858199400000558,0.9890840890000003,0.98551318359375,68.42822265625,9.910349674999907,10.896169614999963,0.32623162865638733,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=1.,open_loop,False,8.058195514496003,0.20553902768741314,3.0254911932666726,0.5621698984545551,nan,nan,nan,0.04848571068401182,0.06120514121707516,0.17611281711337642,u_cmd,direct
UDE-HiddenControl,Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.05289022088324225,1.040701070999603,1.0446761960000002,1.0404395751953126,68.04541015625,11.533524574999774,12.574225645999377,0.5016869902610779,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,False,0.36235949255176575,0.0015451902020786384,0.007469355299780531,0.006148377219886585,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-HiddenElevator,PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.0529141518512952,1.0187384979999479,1.0228684819999998,1.018476318359375,67.66357421875,11.5778095390001,12.596548037000048,0.004050220362842083,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,False,0.3842607351838737,0.0018005657332822332,0.005309293410543675,0.005490245316334329,nan,nan,nan,nan,nan,nan,u_cmd,direct
NN-CoeffSurrogate,Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,2.842527281106416,1.054487008000251,1.0595126640000005,1.054217529296875,68.42822265625,9.376137432000178,10.430624440000429,0.0017973840003833175,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,False,5.685889173382303,0.10218083471819456,1.1726487719069216,0.4780671204076508,nan,nan,nan,0.03967583428992359,0.042580281313672565,0.1362581279238078,u_cmd,direct
Linear-SS (mocap),Discrete local linear state-space baseline fitted by one-step least squares.,implemented,numpy,0.7733470579796591,0.06139571399990018,nan,nan,nan,0.5818718089999493,0.6432675229998495,nan,28,256000,"Validation is an open-loop rollout from x0 using the supplied pilot-command history only; good scores indicate in-distribution discrete prediction, not aerodynamic interpretability.",open_loop,False,2.392778967031421,0.02665928080995814,0.17969182989814964,0.24354324755620355,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Nominal (mocap),"Known nominal rigid-body and aerodynamic model, no fitted correction.",implemented,numpy,3.504944236093339,0.0,nan,nan,nan,3.8275620590000017,3.8275620590000017,nan,8,0,Baseline; expected to miss hidden nonlinear aerodynamic terms.,open_loop,False,5.237414595628473,0.1377835700965535,1.7299327180669624,0.3065750564110266,nan,nan,nan,0.008280746466171893,0.0011337600734835957,0.006505374154207796,u_cmd,mocap
Model-Stitching (mocap),Initial-condition clustered local linear state-space models blended by scheduling weights.,implemented,NumPy local models,1.7416820666791768,0.1003774749999593,nan,nan,nan,2.871739214999934,2.9721166899998934,0.0008546932836837035,211,256000,"Fits 6 local discrete deviation models from whole local-excitation trajectory groups; rollout blends local predictions with RBF weights in state-input space, length_scale=0.917. Validation uses only x0 and the supplied pilot-command history.",open_loop,False,7.415591913305643,0.03444736582311852,0.564237969120509,0.29816468486894687,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Koopman-EDMD (mocap),Lifted linear discrete-time predictor fitted by extended dynamic mode decomposition.,implemented,NumPy EDMD,176.36154006678223,0.04642413500005205,nan,nan,nan,2.7405016829998203,2.7869258179998724,nan,120,64000,"Uses the same polynomial/trigonometric library as SINDy, but fits a one-step lifted map rather than sparse continuous-time derivatives; validation is open-loop from x0 and the supplied pilot-command history.",open_loop,False,2028.114201145263,0.6634828366000152,0.6982598567800938,2.763213411895584,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Welch (mocap),Input-power-weighted continuous-time linear model fitted from averaged Welch state/input spectra.,implemented,NumPy Welch/CSD,16124.937295200807,0.6161439079999127,nan,nan,nan,0.10716825800000152,0.7233121659999142,nan,28,21182,Welch/ETFE-inspired spectral fit using bins up to 12 Hz and input-power-fraction threshold 0.08; this is not CIFER and should be interpreted only as a compact local linear frequency-domain baseline.,open_loop,False,14.817289476266566,1289.5520443546907,757.5044607697918,9371.8174621452,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Subspace-Hankel (mocap),Hankel/SVD latent linear state-space baseline in the spirit of N4SID/MOESP.,implemented,NumPy SVD,16556.412409377404,3.8390502049999213,nan,nan,nan,0.7487807610000345,4.587830965999956,nan,522,255296,"Past window=12, latent order=6; validation lag history is initialized from repeated x0 and pilot inputs, with no validation measurement feedback.",open_loop,False,12.215367895922018,886.0127730327141,3694.671323323604,8334.910647373314,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Stitching (mocap),Trim-grid collection of local Welch continuous-time linear models blended by scheduling weights.,implemented,NumPy local Welch/CSD,15731.73758533387,1.281541873000151,nan,nan,nan,0.8847427949999656,2.1662846680001167,11.06031131933606,211,21182,"Fits 6 local Welch/ETFE-inspired continuous-time models on trim-grid groups; rollout blends local derivatives with RBF weights in state-input space, length_scale=0.917. This tests local frequency-domain stitching, not CIFER.",open_loop,False,12.133127799411385,1040.9036168357154,1689.3498899411875,9166.357005203752,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EquationError-LS (mocap),"Derivative-based least squares on inferred lift, drag, and moment coefficients.",implemented,numpy,0.8799028477676964,0.009849565999957122,nan,nan,nan,3.7214434709999296,3.7312930369998867,nan,8,50000,"Fast and interpretable, but differentiating noisy measurements biases the fit.",open_loop,False,3.657446173214523,0.04024535470954858,0.17376995804807638,0.17167676305261811,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EKF-ParamID (mocap),Extended Kalman filter parameter-identification baseline; parameters are learned from training measurements then frozen for open-loop validation.,implemented,CasADi AD EKF,1.4046848296233674,0.18115512999997918,nan,nan,nan,3.762612943000022,3.943768073000001,0.011204521075992072,156,800,Training-only augmented-state EKF estimates the aerodynamic parameter vector using 8 trials at stride 10; validation is a pilot-command-only open-loop rollout.,open_loop,False,3.8928130312744025,0.06529890461859518,0.356832108886897,0.3439288094530434,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Variational-Mocap (mocap),"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,9.378023800275606,0.8076639119999527,nan,nan,nan,3.877406196000038,4.685070107999991,nan,320,52,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,open_loop,False,9.133110448201542,0.17415520873334353,5.957816393714914,0.659670870509384,92.92676362776895,21.22700432854479,5.950984694831603,nan,nan,nan,u_cmd,mocap
Symbolic-Stepwise (mocap),Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,3825.5828363693317,0.4946617610000885,nan,nan,nan,4.728290053000137,5.222951814000226,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,open_loop,False,9.004472969634252,436.1651133556098,437.35410981421813,1105.8086335340279,nan,nan,nan,nan,nan,nan,u_cmd,mocap
SINDy (mocap),One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,419.61508317850723,0.1353765139999723,nan,nan,nan,7.744848716999968,7.88022523099994,0.33773404987498296,46,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,False,2590.9535268147747,0.9394533243985278,0.669861476685868,220.7075310301079,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-SS (mocap),Multiple-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,4.314818198396533,2.95290710900008,nan,nan,nan,3.813537041000018,6.766444150000098,31649.311930015374,56,202,CasADi/IPOPT multiple shooting (6 segments) on 2 trials with stride 10; nonlinear residuals are unmodeled. Solver status: Solve_Succeeded.,open_loop,False,5.337990038211639,0.12633730340585167,2.290063394763218,0.5243983683213932,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-MocapOutput (mocap),Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,92.95892459764573,35.16152773199997,nan,nan,nan,3.8429440969998723,39.00447182899984,nan,16,202,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,False,5.61612876785212,0.9134137224930662,69.87550164618627,4.882088433197608,342.6723069364504,4.773348928592395,70.43781712353,nan,nan,nan,u_cmd,mocap
GP-CoeffClosure (mocap),Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,5.035243319701007,2.439893347999714,nan,nan,nan,13.367149810000228,15.807043157999942,0.1469921384517853,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.11, residual gain=0.1.",open_loop,False,7.463968603581912,0.1277776652542408,2.905291155616417,0.3026543877238678,nan,nan,nan,0.016859673254840616,0.08072326260915802,0.012512850729419546,u_cmd,mocap
UDE-Residual (mocap),Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,4.197001864922095,1.0192972489999192,1.021904964,1.0189282836914062,68.81005859375,10.72405961000004,11.74335685899996,0.09039320796728134,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=0.1.,open_loop,False,6.033085949548246,0.15044134785285965,2.157723852365926,0.36085614815723543,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-CoeffClosure (mocap),Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,2011.203793894097,0.9971655370000008,1.000560846,0.9966294555664063,68.42822265625,9.295520026999839,10.29268556399984,0.05468606576323509,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=0.1.,open_loop,False,1345.4152651033942,116.72817174052487,842.2517912854213,308.04775904419887,nan,nan,nan,0.027797897048132052,0.2632550183030121,0.03789541810266684,u_cmd,mocap
UDE-HiddenControl (mocap),Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.3599977314592691,1.2488015450003331,1.2971353740000007,1.2485289306640626,68.04541015625,12.001454361000015,13.250255906000348,0.4539009928703308,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,False,1.2603718490924205,0.019171264932611506,0.08008259890287484,0.06425857981348974,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-HiddenElevator (mocap),PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.3696943241073217,1.0029247399997985,0.9953668679999996,1.0026520385742188,67.66357421875,12.325486808999813,13.328411548999611,0.007325295824557543,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,False,1.272788763989319,0.018059017410069662,0.0841513900190463,0.07512792467172823,nan,nan,nan,nan,nan,nan,u_cmd,mocap
NN-CoeffSurrogate (mocap),Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,4.856428982664712,0.9722834030003469,0.9753199730000004,0.9720137329101562,68.42822265625,10.193489720000343,11.16577312300069,0.0023706958163529634,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,False,7.196642181892005,0.1642937454181472,2.4081086704959445,0.573703913685877,nan,nan,nan,0.05842097833599201,0.06018663282159754,0.18941955898922447,u_cmd,mocap
OEM-HiddenController (mocap),Single-shooting OEM with an inferred smooth stall/recovery controller between pilot command and plant input.,implemented,CasADi/IPOPT,0.33749153652658753,269.97782782600007,nan,nan,nan,12.576796277000085,282.55462410300015,42661.780745417775,28,802,"CasADi/IPOPT fitted aerodynamic and controller parameters using u_cmd; controller parameters describe throttle-to-pitch scheduling, elevator-to-pitch mapping, SAFE pitch gain, AS3X q damping, stall/recovery gates, panic pitch target, panic pitch gain, and SAFE/direct blending.",open_loop,False,1.2728759935235403,0.02305157409557499,0.06088238863899348,0.040461472146409834,nan,nan,nan,nan,nan,nan,u_cmd,mocap
