method,description,implementation_status,backend,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,notes,evaluation_mode,diverged,rmse_V,rmse_alpha,rmse_gamma,rmse_Q,mocap_rmse_x_pos,mocap_rmse_z_pos,mocap_rmse_theta,coeff_residual_rmse_C_L,coeff_residual_rmse_C_D,coeff_residual_rmse_C_M,input_channel,state_source
OEM-SS,Multiple-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,1.8829873247017024,2.36986374900016,nan,nan,nan,3.7278353540000353,6.0976991030001955,11264.128869452059,56,202,CasADi/IPOPT multiple shooting (6 segments) on 2 trials with stride 10; nonlinear residuals are unmodeled. Solver status: Solve_Succeeded.,open_loop,False,5.412639482604331,0.15996708350089045,3.808918939555387,0.6992603389006816,nan,nan,nan,nan,nan,nan,u_cmd,direct
SINDy,One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,1145.7850891604648,0.07165910900039307,nan,nan,nan,7.581545156999709,7.6532042660001025,0.0020200192787072162,20,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,False,2030.6212343806121,359.8405403333451,1.634048916251716,5705.6824199872,nan,nan,nan,nan,nan,nan,u_cmd,direct
Symbolic-Stepwise,Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,2.2591469618585656,0.43805448100010835,nan,nan,nan,7.222716739999669,7.660771220999777,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,open_loop,False,6.155943002101148,0.36654338700212996,4.229626317940642,0.7481139360425535,nan,nan,nan,nan,nan,nan,u_cmd,direct
OEM-MocapOutput,Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,51.80327004199348,40.043162107999706,nan,nan,nan,3.803600785999606,43.84676289399931,nan,16,202,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,False,6.125369645839734,0.8395464688108191,121.94198382590463,5.956891206919707,329.76519053148047,27.29295266101582,122.60896432935384,nan,nan,nan,u_cmd,direct
OEM-HiddenController,Single-shooting OEM with an inferred smooth stall/recovery controller between pilot command and plant input.,implemented,CasADi/IPOPT,0.012649914653314668,209.35643424299997,nan,nan,nan,11.748919832999945,221.1053540759999,3593.0484283240735,28,802,"CasADi/IPOPT fitted aerodynamic and controller parameters using u_cmd; controller parameters describe throttle-to-pitch scheduling, elevator-to-pitch mapping, SAFE pitch gain, AS3X q damping, stall/recovery gates, panic pitch target, panic pitch gain, and SAFE/direct blending.",open_loop,False,0.10691825354063313,0.0041569745238315345,0.009173100870543063,0.02618245798023968,nan,nan,nan,nan,nan,nan,u_cmd,direct
GP-CoeffClosure,Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,2.236018629472225,2.3237160949997815,nan,nan,nan,13.44512166200002,15.768837756999801,0.32503858218651344,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.11, residual gain=1.",open_loop,False,7.6349844449645685,0.7180707583173818,3.373810879409878,0.6869190089183371,nan,nan,nan,0.1790823469130777,0.1563565667939059,0.36913162793409193,u_cmd,direct
UDE-Residual,Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,3.7406359148926973,0.9689705920000051,0.9682873670000003,0.968705322265625,68.81005859375,9.80368551599986,10.772656107999865,0.33334261178970337,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=1.,open_loop,False,7.728619764741888,0.2126613322391144,8.079575085010056,0.8572898442314135,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-CoeffClosure,Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,1.4489842475870691,1.0174584180003876,1.0216169009999998,1.0171873779296876,68.42822265625,10.036798304000058,11.054256722000446,0.3263344168663025,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=1.,open_loop,False,7.696689662052229,0.19224429100125306,2.6010338632585244,0.7102282633580693,nan,nan,nan,0.07420981978244404,0.06670988340116149,0.17867310280979243,u_cmd,direct
UDE-HiddenControl,Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.051239918453968074,1.0587147810001625,1.0613788520000007,1.0584537353515624,68.04541015625,11.775724996999998,12.83443977800016,0.5003389716148376,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,False,0.6404942161178067,0.01197793417298805,0.04942385875863535,0.0803282949579903,nan,nan,nan,nan,nan,nan,u_cmd,direct
PINN-HiddenElevator,PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.05149225816174181,1.0210204999998496,1.0228116170000003,1.02006005859375,67.66357421875,11.709266941000351,12.7302874410002,0.004340420011430979,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,False,0.6393594394499738,0.011732215847882754,0.05036068787153049,0.08107916635452148,nan,nan,nan,nan,nan,nan,u_cmd,direct
NN-CoeffSurrogate,Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,1.9072808292645949,1.0482381849997182,1.0554264500000006,1.0479576416015626,68.42822265625,9.609268180000072,10.65750636499979,0.0018390133045613766,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,False,7.607782609423445,0.19058183786414876,3.7079824652551654,0.7529839609062152,nan,nan,nan,0.0694815284154539,0.06341650528289676,0.18659034029656302,u_cmd,direct
Linear-SS (mocap),Discrete local linear state-space baseline fitted by one-step least squares.,implemented,numpy,0.41277761611994207,0.06093442400015192,nan,nan,nan,0.5887203530000988,0.6496547770002508,nan,28,256000,"Validation is an open-loop rollout from x0 using the supplied pilot-command history only; good scores indicate in-distribution discrete prediction, not aerodynamic interpretability.",open_loop,False,4.582749205118666,0.07011881799154124,0.455716126451638,0.7058580127715472,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Nominal (mocap),"Known nominal rigid-body and aerodynamic model, no fitted correction.",implemented,numpy,4.385695603070113,0.0,nan,nan,nan,3.671003423000002,3.671003423000002,nan,8,0,Baseline; expected to miss hidden nonlinear aerodynamic terms.,open_loop,False,7.353482857326549,0.3122266889367631,9.477450496515242,0.7562706213665069,nan,nan,nan,0.014123975051369872,0.002784307992157654,0.013003746149509113,u_cmd,mocap
Model-Stitching (mocap),Initial-condition clustered local linear state-space models blended by scheduling weights.,implemented,NumPy local models,0.4654434373730165,0.10221798600014154,nan,nan,nan,2.8797856690002845,2.982003655000426,0.0008546932836837035,211,256000,"Fits 6 local discrete deviation models from whole local-excitation trajectory groups; rollout blends local predictions with RBF weights in state-input space, length_scale=0.917. Validation uses only x0 and the supplied pilot-command history.",open_loop,False,6.516297578303364,0.056261500482905236,0.6031607549269843,0.5433665693700492,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Koopman-EDMD (mocap),Lifted linear discrete-time predictor fitted by extended dynamic mode decomposition.,implemented,NumPy EDMD,29.924729035201995,0.049688267999954405,nan,nan,nan,2.714344168000025,2.7640324359999795,nan,120,64000,"Uses the same polynomial/trigonometric library as SINDy, but fits a one-step lifted map rather than sparse continuous-time derivatives; validation is open-loop from x0 and the supplied pilot-command history.",open_loop,False,2043.727142929264,0.6699146390320414,0.7092260867702017,2.7933841840024796,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Welch (mocap),Input-power-weighted continuous-time linear model fitted from averaged Welch state/input spectra.,implemented,NumPy Welch/CSD,2774.2180444540163,0.6366434099995786,nan,nan,nan,0.11064987999998266,0.7472932899995612,nan,28,21182,Welch/ETFE-inspired spectral fit using bins up to 12 Hz and input-power-fraction threshold 0.08; this is not CIFER and should be interpreted only as a compact local linear frequency-domain baseline.,open_loop,False,16.277786192752515,1289.3034272985274,757.4169579478391,9370.19315212837,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Subspace-Hankel (mocap),Hankel/SVD latent linear state-space baseline in the spirit of N4SID/MOESP.,implemented,NumPy SVD,3483.248784697361,4.150357506000091,nan,nan,nan,0.7675716009998723,4.9179291069999636,nan,522,255296,"Past window=12, latent order=6; validation lag history is initialized from repeated x0 and pilot inputs, with no validation measurement feedback.",open_loop,False,11.539000751776738,888.2230163448986,3703.4697245700786,8355.262599490554,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Frequency-Stitching (mocap),Trim-grid collection of local Welch continuous-time linear models blended by scheduling weights.,implemented,NumPy local Welch/CSD,2893.452137978397,1.2585785800001759,nan,nan,nan,0.9196648639999694,2.1782434440001452,11.06031131933606,211,21182,"Fits 6 local Welch/ETFE-inspired continuous-time models on trim-grid groups; rollout blends local derivatives with RBF weights in state-input space, length_scale=0.917. This tests local frequency-domain stitching, not CIFER.",open_loop,False,11.40753310365121,1036.6617558580963,1682.4474069054957,9128.770447967328,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EquationError-LS (mocap),"Derivative-based least squares on inferred lift, drag, and moment coefficients.",implemented,numpy,0.36040785113853935,0.00968836599986389,nan,nan,nan,3.7519213370001125,3.7616097029999764,nan,8,50000,"Fast and interpretable, but differentiating noisy measurements biases the fit.",open_loop,False,4.463032402127389,0.08543617137805365,0.3804370441330762,0.46448364519404123,nan,nan,nan,nan,nan,nan,u_cmd,mocap
EKF-ParamID (mocap),Extended Kalman filter parameter-identification baseline; parameters are learned from training measurements then frozen for open-loop validation.,implemented,CasADi AD EKF,2.9009425099934476,0.1855416010002955,nan,nan,nan,3.8253027279997696,4.010844329000065,0.011204521075992072,156,800,Training-only augmented-state EKF estimates the aerodynamic parameter vector using 8 trials at stride 10; validation is a pilot-command-only open-loop rollout.,open_loop,False,6.112301125255027,0.20256493887100155,6.140805844531177,0.7790791247833159,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Variational-Mocap (mocap),"Sparse multiple-shooting MAP fit with latent states, mocap outputs, and process residuals.",implemented,CasADi/IPOPT,5.678871778087171,0.8280854350000482,nan,nan,nan,3.7377403890000096,4.565825824000058,nan,320,52,CasADi/IPOPT sparse latent-state estimator; approximates the variational/filter-error role without posterior covariance propagation.,open_loop,False,9.966063599921643,0.15428018036430158,12.84175370482165,0.8685860110929806,149.6978692959183,47.97103088296985,12.844282662673878,nan,nan,nan,u_cmd,mocap
OEM-SS (mocap),Multiple-shooting output-error fit of the nominal aerodynamic parameter vector.,implemented,CasADi/IPOPT,4.106361689116081,3.099379789000068,nan,nan,nan,3.720411129999775,6.819790918999843,31649.311930015374,56,202,CasADi/IPOPT multiple shooting (6 segments) on 2 trials with stride 10; nonlinear residuals are unmodeled. Solver status: Solve_Succeeded.,open_loop,False,6.340460341919383,0.18026758321711542,9.093230038736461,0.8400300574197163,nan,nan,nan,nan,nan,nan,u_cmd,mocap
Symbolic-Stepwise (mocap),Forward stepwise symbolic regression over the shared nonlinear candidate library.,implemented,NumPy stepwise,1213.0573197415356,0.4539323990002231,nan,nan,nan,1.7299017589998584,2.1838341580000815,nan,24,50000,Selects at most 5 nonconstant terms per state with a BIC-style complexity penalty.,open_loop,False,10.671743257155887,727.1721508936765,729.5078701599837,1859.0952107305739,nan,nan,nan,nan,nan,nan,u_cmd,mocap
SINDy (mocap),One-shot structured sparse aerodynamic coefficient model.,implemented,numpy,60.26473132569157,0.1462421199998971,nan,nan,nan,6.953550742999596,7.099792862999493,0.33773404987498296,46,50000,"Fits protected low-order aircraft coefficient terms and sparse residual-library terms in one regression; protected terms are not thresholded, residual terms are selected by sequential thresholded least squares.",open_loop,False,2264.152199828302,1.0365702571886386,0.950043583805064,195.85664000501615,nan,nan,nan,nan,nan,nan,u_cmd,mocap
OEM-MocapOutput (mocap),Output-error fit with latent flight states and mocap position/attitude as the measured output.,implemented,CasADi/IPOPT,51.80327004199348,37.73475761200007,nan,nan,nan,3.7404306319999705,41.47518824400004,nan,16,202,CasADi/IPOPT backend; preferred mocap formulation because it avoids differentiating position/attitude into noisy state targets.,open_loop,False,6.125369645839734,0.8395464688108191,121.94198382590463,5.956891206919707,329.76519053148047,27.29295266101582,122.60896432935384,nan,nan,nan,u_cmd,mocap
OEM-HiddenController (mocap),Single-shooting OEM with an inferred smooth stall/recovery controller between pilot command and plant input.,implemented,CasADi/IPOPT,0.086200372284583,245.80246750800006,nan,nan,nan,11.282125406999967,257.08459291500003,42661.780745417775,28,802,"CasADi/IPOPT fitted aerodynamic and controller parameters using u_cmd; controller parameters describe throttle-to-pitch scheduling, elevator-to-pitch mapping, SAFE pitch gain, AS3X q damping, stall/recovery gates, panic pitch target, panic pitch gain, and SAFE/direct blending.",open_loop,False,1.5279627526238913,0.030389029203740814,0.07014016454109419,0.06182603875925777,nan,nan,nan,nan,nan,nan,u_cmd,mocap
GP-CoeffClosure (mocap),Sparse RBF/Gaussian-process-style surrogate for aerodynamic coefficient residuals.,implemented,NumPy RBF/KRR,6.18114760517769,2.5192764720000014,nan,nan,nan,14.288117834999866,16.807394306999868,0.1469921384517853,3459,50000,"Finite-basis RBF approximation to a GP coefficient closure trained from EOM-inferred coefficient residuals; centers=384, length_scale=3.11, residual gain=0.1.",open_loop,False,16.445267158165723,0.22966040157630782,13.617835439079586,1.0451834906405344,nan,nan,nan,0.03257949874673579,0.1270263304403513,0.023155564252208383,u_cmd,mocap
UDE-Residual (mocap),Universal differential equation: nominal dynamics plus a learned state-derivative residual.,implemented,PyTorch/cuda,3.3755335724011064,0.9961230660001092,0.9944335029999998,0.9958636474609375,68.81005859375,9.731108565999875,10.727231631999985,0.0902571827173233,4868,50000,Good for model-form error; residual dynamics are less directly interpretable as aerodynamic coefficients. Residual gain=0.1.,open_loop,False,6.018509273865543,0.25723568218572546,7.20376916944861,0.7047029846641449,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-CoeffClosure (mocap),Modified Non-Determinant PINN-style closure: EOM residual identifies learned nonlinear aerodynamic coefficients.,implemented,PyTorch/cuda,39.14585201296722,0.9549911640001483,0.9598701580000002,0.9547305908203125,68.42822265625,1.672032457000114,2.627023621000262,0.0585244782269001,4803,50000,Flight-dynamics-level PINN surrogate; does not enforce CFD/Navier-Stokes physics. Residual gain=0.1.,open_loop,False,2216.096454315214,0.12005641234846877,1.892982989283217,51.83946312952554,nan,nan,nan,0.03591776775932323,0.7839365664449797,0.049794031969572994,u_cmd,mocap
UDE-HiddenControl (mocap),Universal-differential-equation style hidden-input model: nominal plant driven by pilot command plus learned input correction.,implemented,PyTorch/cuda,0.11227366974288827,0.9995587680000426,1.000125219,0.9992936401367187,68.04541015625,13.816053135999937,14.81561190399998,0.4554922878742218,4738,50000,Learns an effective throttle/elevator correction from EOM residuals; intended for hidden actuator/autopilot input mismatch.,open_loop,False,1.6793327253562007,0.03170160065292953,0.1038532686354316,0.12595815020937343,nan,nan,nan,nan,nan,nan,u_cmd,mocap
PINN-HiddenElevator (mocap),PINN-style hidden-controller model: EOM pitch residual identifies a learned elevator command reshaping law.,implemented,PyTorch/cuda,0.10966377701064078,1.1722627919998558,1.1769280029999996,1.17195361328125,67.66357421875,11.861327724000148,13.033590516000004,0.006807300727814436,4673,50000,"Uses the pitch-moment equation as the physics residual, so it targets SAFE/AS3X elevator behavior rather than aerodynamic residuals.",open_loop,False,1.6585636105360806,0.029670315762391562,0.10271000133009112,0.1258146779932029,nan,nan,nan,nan,nan,nan,u_cmd,mocap
NN-CoeffSurrogate (mocap),Supervised neural surrogate for hidden aerodynamic coefficient residuals.,implemented,PyTorch/cuda,2.381477670898804,1.0008379790001527,1.007302352,1.0005747680664063,68.42822265625,9.626259248999759,10.627097227999911,0.0025417273864150047,4803,50000,"Uses synthetic residual labels, so treat as an upper-bound surrogate rather than a flight-data-only identifier.",open_loop,False,8.020771771798925,0.1398081074539022,4.978655520985528,0.6933232208333621,nan,nan,nan,0.045671840863188824,0.037873837504158105,0.1108524258632638,u_cmd,mocap
